2,-26.024008664217863
3,-9.340377200733531
2,-26.195205341685902
3,-7.338552301580256
4,-33.19686785611239
5,-25.116357283158735
6,-24.396643205122515
7,-24.07579179243608
8,-28.05887430364435
9,-24.08037012273615
10,-26.128496690229937
11,-24.396678230979226
12,-30.9795185435902
13,-24.263084758411754
14,-25.17976968938654
15,-27.95571726018732
16,-28.148448597301137
17,-18.915923725474965
18,-26.164377732710406
19,-12.09676777232777
20,-28.087019140070133
21,-33.31958285245028
22,-24.213739221746273
23,-10.392752907492898
24,-23.989132274280895
25,-25.59591328014027
26,-34.08096625588157
27,-25.600146553733133
28,-16.07408835671165
29,-26.64605747569691
30,-26.979277177290484
31,-19.586294694380328
32,-27.14975357055664
33,-27.405899741432883
34,-29.904519514604047
35,-16.07343829761852
36,-31.226253509521484
37,-24.367962230335582
38,-24.056297302246094
39,-27.306715878573332
40,-31.811739141290836
41,-34.59337407892401
42,-27.70733711936257
43,-30.994033813476562
44,-8.58846022865989
45,-17.79102793606845
46,-24.176072900945492
47,-26.08257952603427
48,-25.70274491743608
49,-23.79457612471147
50,-28.721573742953215
51,-28.5253379128196
52,-33.40794424577193
53,-12.903511740944602
54,-29.539669730446555
55,-16.335923975164242
56,-28.062910253351383
57,-23.831937616521664
58,-24.398677479137074
59,-23.954897447065875
60,-24.133533130992543
61,-27.22538237138228
62,-25.30813147804954
63,-9.743410804054953
64,-27.931643399325285
65,-18.19150820645419
66,-29.539786252108488
67,-30.011009216308594
68,-24.887881539084695
69,-31.690190401944246
70,-24.241730776700106
71,-28.89300675825639
72,-24.239701010964133
73,-6.039187171242454
74,-28.19719071821733
75,-25.598740664395418
76,-25.11975652521307
77,-30.566959554498844
78,-18.50738629427823
79,-25.86746701327237
80,-30.485976479270242
81,-24.98576563054865
82,-25.240918246182527
83,-30.76336635242809
84,-31.93303819136186
85,-23.824451273137875
86,-30.01132514260032
87,-31.043677243319426
88,-29.700116244229402
89,-25.601478576660156
90,-25.29905111139471
91,-8.443923863497648
92,-26.854561892422762
93,-33.09565249356356
94,-23.767396753484554
95,-24.30462577126243
96,-35.538233670321375
97,-24.671159224076703
98,-9.134055744517934
99,-29.72961391102184
100,-13.946380962025035
101,-16.717132568359375
102,-30.19524348865856
103,-24.91949566927823
104,-24.41218358820135
105,-29.20505697076971
106,-24.224471005526457
107,-23.96462735262784
108,-32.6844974864613
109,-27.14875030517578
110,-26.051970395174894
111,-15.766151254827326
112,-26.89568953080611
113,-24.004049821333453
114,-27.14239640669389
115,-24.339282295920633
116,-18.951279380104758
117,-32.71911690451882
118,-29.13117148659446
119,-20.35504948009144
120,-28.121780395507812
121,-24.053716832941227
122,-29.99935496937145
123,-26.937606811523438
124,-24.04663710160689
125,-20.249596682461824
126,-24.17267608642578
127,-30.88536938753995
128,-24.9438344782049
129,-42.44230651855469
130,-27.63263147527521
131,-24.104513688520953
132,-38.5275764465332
133,-26.28821008855646
134,-23.9586708762429
135,-28.350815166126598
136,-27.978863109241832
137,-19.87291804226962
138,-25.461664720015094
139,-27.77295060591264
140,-23.727949315851383
141,-24.139279799027875
142,-21.920361605557527
143,-24.242749300870027
144,-26.235946655273438
145,-24.25526289506392
146,-24.522911418568004
147,-24.00800358165394
148,-28.226227500221945
149,-23.956251317804508
150,-25.046370766379617
151,-28.0401066866788
152,-31.144211509011008
153,-32.84914328835227
154,-31.930220864035867
155,-34.82360076904297
156,-31.7462421764027
157,-31.3107365694913
158,-25.14691300825639
159,-23.282962105490945
160,-14.527063543146307
161,-31.602789098566227
162,-31.332631544633344
163,-14.427662589333274
164,-26.02600201693448
165,-27.90433744950728
166,-24.276528791947797
167,-21.46178522976962
168,-19.976009715687145
169,-25.9946701743386
170,-31.396012392911043
171,-23.916310050270774
172,-26.3659799749201
173,-31.747370980002664
174,-24.362714594060726
175,-20.506004680286754
176,-27.88070331920277
177,-19.02965615012429
178,-27.850567210804332
179,-24.365740342573687
180,-14.560123790394176
181,-28.189187483354047
182,-22.228674801913176
183,-12.728031678633256
184,-6.053472865711559
185,-25.307182918895375
186,-17.904958551580258
187,-27.7691123268821
188,-30.70147843794389
189,-39.5334455316717
190,-9.644411433826793
191,-8.588494560935281
192,-36.583811326460406
193,-31.40340596979315
194,-25.730901197953656
195,-24.306331634521484
196,-17.144215670498934
197,-29.93628623268821
198,-23.174390966242008
199,-28.90081891146573
200,-30.149200092662465
201,-24.148913296786223
202,-24.011453108354047
203,-28.017565293745562
204,-31.727298389781605
205,-24.412220694802024
206,-26.19533781571822
207,-24.341502449729226
208,-15.59659090909091
209,-18.401250145652078
210,-24.36575733531605
211,-32.151612368496984
212,-27.077809767289594
213,-24.23046979037198
214,-19.425521850585938
215,-27.375145652077414
216,-28.14487179842862
217,-24.31924611871893
218,-34.81497729908337
219,-20.125075600363992
220,-26.102290413596414
221,-10.846935098821467
222,-24.175142808394
223,-28.53341397372159
224,-15.926108793778853
225,-27.062023856423117
226,-27.435335332697086
227,-25.702266693115234
228,-28.152224107222125
229,-23.949566581032492
230,-24.10241907293146
231,-24.257347800514914
232,-29.916939822110262
233,-29.71171153675426
234,-24.24715770374645
235,-29.257668928666547
236,-25.365741729736328
237,-24.64701357754794
238,-24.00946044921875
239,-0.7823891206221147
240,-29.94766720858487
241,-29.839950214732777
242,-28.000320087779652
243,-29.729076038707387
244,-31.071265480735086
245,-24.319199648770418
246,-12.988745776089754
247,-26.758092706853695
248,-21.795998660000887
249,-28.74449296431108
250,-18.56405917080966
251,-29.916446339000355
252,-8.46708887273615
253,-27.97065526788885
254,-6.08210225538774
255,-27.712461644952946
256,-10.954286575317383
257,-28.635656183416195
258,-26.81152378429066
259,-31.016641096635297
260,-27.09536396373402
261,-22.694852655584164
262,-27.681623285466976
263,-25.62796332619407
264,-24.059953516179867
265,-25.22791220925071
266,-26.199474334716797
267,-19.338401967828922
268,-26.412175612016156
269,-32.95984996448864
270,-15.67009162902832
271,-21.24190694635565
272,-26.36568728360263
273,-27.838943134654652
274,-12.066083908081055
275,-26.09724218195135
276,-28.05013621937145
277,-27.848431673916902
278,-24.16450916637074
279,-13.810942389748313
280,-28.27271340110085
281,-24.19797827980735
282,-36.34643147208474
283,-29.44150092385032
284,-20.449111591685902
285,-27.028459028764203
286,-21.97642655806108
287,-11.64693797718395
288,-36.45089149475098
289,-26.39880163019354
290,-25.966779188676313
291,-29.944996226917613
292,-27.02735762162642
293,-22.53396883877841
294,-23.721627322110262
295,-26.232845653187145
296,-26.489742279052734
297,-35.864327517422765
298,-25.968088323419742
299,-25.951004721901633
300,-24.009455940940164
301,-24.150189139626242
302,-28.043522574684836
303,-14.672199769453568
304,-28.001788052645598
305,-25.25090859153054
306,-27.166526100852273
307,-25.53969296542081
308,-24.260162006724965
309,-24.365704969926313
310,-28.981487967751242
311,-29.660788796164773
312,-26.272761258212004
313,-25.21175627274947
314,-30.011872378262606
315,-23.66461077603427
316,-24.150118047540836
317,-6.176557107405229
318,-0.9161703803322532
319,-15.381675373424184
320,-26.204999750310726
321,-25.96291836825284
322,-23.82465362548828
323,-14.08664287220348
324,-31.655662189830434
325,-26.73806277188388
326,-31.33081193403764
327,-27.720943104137074
328,-27.367042888294566
329,-26.210773468017578
330,-24.368880532004617
331,-24.607288707386363
332,-19.74812126159668
333,-26.09000743519176
334,-25.934738159179688
335,-27.083385467529297
336,-26.865135886452414
337,-26.133249456232242
338,-26.575416911732066
339,-23.404628927057438
340,-29.04530924016779
341,-33.54906602339311
342,-26.27279385653409
343,-24.23506650057706
344,-16.192049026489258
345,-29.931809512051668
346,-26.04028424349698
347,-27.486027457497336
348,-25.86841583251953
349,-28.0561391657049
350,-24.272709586403586
351,-37.75884160128507
352,-24.20709852738814
353,-24.17026034268466
354,-32.159779982133344
355,-24.44316898692738
356,-31.782376722856
357,-9.130064530806107
358,-7.0383522727272725
359,-26.204883575439453
360,-24.2146408774636
361,-26.19559305364435
362,-31.516061956232242
363,-24.334698070179332
364,-21.395220323042437
365,-29.709542361172762
366,-26.902428713711824
367,-9.487113432450728
368,-24.41223040494052
369,-27.73246244950728
370,-14.548031026666814
371,-26.044451973655008
372,-13.854120427911932
373,-27.07564787431197
374,-31.81703671542081
375,-26.195233431729402
376,-24.048931815407492
377,-26.061420440673828
378,-24.023889021439985
379,-24.12161081487482
380,-32.15760074962269
381,-26.76544813676314
382,-21.749549172141336
383,-26.96846597844904
